"RNAseq1" "RNAseq2" "RNAseq3" "RNAseq4" "RNAseq5" "RNAseq6" "RNAseq7" "RNAseq8"
"ENSBTAG00000008744" 232 271 254 205 290 174 158 298
"ENSBTAG00000008747" 826 988 818 925 800 496 479 529
"ENSBTAG00000008749" 0 0 1 0 0 0 0 0
"ENSBTAG00000008752" 99 99 111 148 139 110 44 173
"ENSBTAG00000008753" 1812 1942 2661 1963 2177 1657 1883 1950
"ENSBTAG00000008755" 5617 5352 5319 4694 4934 4022 4547 4487
"ENSBTAG00000008756" 686 796 667 725 636 640 298 368
"ENSBTAG00000008758" 90 137 167 269 1185 542 105 414
"ENSBTAG00000008759" 384 451 445 492 626 404 325 455
"ENSBTAG00000008761" 594 480 653 467 495 535 581 463
"ENSBTAG00000008762" 537 450 328 344 759 289 330 477
"ENSBTAG00000008763" 0 0 1 0 0 0 0 0
"ENSBTAG00000008764" 258 340 360 250 421 325 225 287
"ENSBTAG00000008765" 124 151 149 159 210 174 125 100
"ENSBTAG00000008766" 673 506 505 323 1399 408 413 580
"ENSBTAG00000008771" 1051 1371 1565 1532 1569 1041 908 1077
"ENSBTAG00000008772" 571 719 965 1301 2836 1357 543 1224
"ENSBTAG00000008773" 9 31 19 9 29 42 17 24
"ENSBTAG00000008774" 24 45 52 42 51 44 22 38
"ENSBTAG00000008777" 0 0 6 0 0 1 0 3
"ENSBTAG00000008778" 0 0 1 0 0 0 2 2
"ENSBTAG00000008779" 45 44 55 37 23 29 16 59
"ENSBTAG00000008783" 3 15 10 2 29 12 6 11
"ENSBTAG00000008786" 0 0 0 0 0 0 0 0
"ENSBTAG00000008787" 1035 980 1295 532 2271 1053 902 1294
"ENSBTAG00000008788" 0 0 0 2 0 0 0 1
"ENSBTAG00000008789" 489 559 473 642 729 425 338 452
"ENSBTAG00000008792" 325 537 810 318 1189 821 417 639
"ENSBTAG00000008793" 117 221 229 119 141 451 127 374
"ENSBTAG00000008794" 958 1104 1482 919 1530 1041 794 945
"ENSBTAG00000008797" 115 143 147 123 278 165 66 157
"ENSBTAG00000008798" 112 219 115 211 116 157 54 202
"ENSBTAG00000008800" 89 86 136 84 119 58 88 89
"ENSBTAG00000008801" 240 320 227 210 233 197 174 180
"ENSBTAG00000008802" 387 376 423 342 544 278 206 327
"ENSBTAG00000008804" 361 436 377 357 539 440 376 393
"ENSBTAG00000008805" 1754 2424 2974 2143 2390 1743 2167 2163
"ENSBTAG00000008807" 204 206 73 490 24 20 31 36
"ENSBTAG00000008808" 319 386 588 316 314 370 513 373
"ENSBTAG00000008809" 342 415 405 388 253 258 417 278
"ENSBTAG00000008810" 2174 2202 2245 2129 2539 1682 1746 1858
"ENSBTAG00000008812" 518 593 532 701 543 598 522 467
"ENSBTAG00000008814" 984 1346 1583 658 1799 1015 1516 1513
"ENSBTAG00000008815" 221 351 376 268 295 233 193 221
"ENSBTAG00000008816" 7712 7660 8642 8742 9557 6541 6489 8500
"ENSBTAG00000008817" 5257 5552 6887 3127 9558 5744 6722 5536
"ENSBTAG00000008819" 2 1 18 1 3 2 36 6
"ENSBTAG00000008821" 582 594 550 400 705 448 436 464
"ENSBTAG00000008825" 306 379 374 323 405 286 388 364
"ENSBTAG00000008826" 226 214 332 202 361 287 149 225
"ENSBTAG00000008827" 684 1009 817 1041 538 420 571 384
"ENSBTAG00000008828" 3 4 3 3 1 0 0 3
"ENSBTAG00000008832" 0 1 9 1 2 2 1 4
"ENSBTAG00000008833" 59 67 39 48 53 60 52 27
"ENSBTAG00000008835" 568 710 765 614 653 620 550 468
"ENSBTAG00000008836" 509 574 711 520 583 482 553 578
"ENSBTAG00000008837" 809 856 1092 672 2297 705 457 934
"ENSBTAG00000008839" 400 441 432 321 511 325 383 437
"ENSBTAG00000008840" 1154 1255 1131 1135 1778 1063 784 1159
"ENSBTAG00000008841" 256 330 431 239 428 234 211 314
"ENSBTAG00000008842" 370 356 610 114 860 418 402 314
"ENSBTAG00000008844" 622 677 740 432 1063 552 467 696
"ENSBTAG00000008845" 358 391 375 255 586 329 289 329
"ENSBTAG00000008849" 1302 1104 848 1315 906 479 531 1044
"ENSBTAG00000008851" 4 5 5 0 6 2 3 3
"ENSBTAG00000008852" 107 203 165 127 265 139 159 137
"ENSBTAG00000008853" 7860 8456 7924 7555 9580 6353 5569 6405
"ENSBTAG00000008854" 46 81 80 51 145 56 50 71
"ENSBTAG00000008857" 0 0 3 0 0 1 1 2
"ENSBTAG00000008858" 167 200 260 137 378 234 161 166
"ENSBTAG00000008860" 640 680 778 278 1821 513 705 817
"ENSBTAG00000008862" 10141 7992 8556 8203 12981 6227 6900 9112
"ENSBTAG00000008863" 2665 3242 3246 2708 2657 1953 2176 2048
"ENSBTAG00000008864" 843 1330 1986 1112 1322 1344 1592 1467
"ENSBTAG00000008866" 118 141 208 124 167 88 137 137
"ENSBTAG00000008868" 5 5 19 8 16 3 7 5
"ENSBTAG00000008869" 10 24 7 3 5 8 8 15
"ENSBTAG00000008870" 0 0 1 1 1 0 1 2
"ENSBTAG00000008871" 2 12 6 0 2 0 6 2
"ENSBTAG00000008873" 1209 2008 1680 1589 1230 1420 1248 1090
"ENSBTAG00000008876" 0 0 0 0 0 0 0 0
"ENSBTAG00000008877" 315 373 417 309 487 196 268 397
"ENSBTAG00000008880" 604 755 648 476 1209 744 748 778
"ENSBTAG00000008881" 500 440 638 548 986 286 276 530
"ENSBTAG00000008883" 3794 3669 4488 3789 4992 3451 3163 4075
"ENSBTAG00000008884" 291 336 388 252 667 251 301 407
"ENSBTAG00000008886" 473 353 392 327 796 309 337 528
"ENSBTAG00000008887" 252 244 243 192 295 260 275 252
"ENSBTAG00000008888" 698 708 945 489 957 672 489 725
"ENSBTAG00000008892" 0 1 0 0 0 0 0 0
"ENSBTAG00000008893" 999 977 821 535 1060 625 627 771
"ENSBTAG00000008894" 0 0 0 0 0 0 0 1
"ENSBTAG00000008895" 130 166 115 189 151 139 84 128
"ENSBTAG00000008896" 4066 4009 4394 3912 5657 3528 3222 4247
"ENSBTAG00000008897" 91 137 238 92 301 145 118 211
"ENSBTAG00000008898" 0 0 3 0 0 0 1 1
"ENSBTAG00000008900" 66 82 26 148 25 30 31 27
"ENSBTAG00000008902" 812 917 1007 857 889 741 765 801
"ENSBTAG00000008905" 0 0 0 1 1 0 0 1
"ENSBTAG00000008906" 2 7 3 1 2 2 0 0
"ENSBTAG00000008908" 287 341 432 236 456 253 309 356
"ENSBTAG00000008909" 868 989 1332 950 1324 1116 1005 980
"ENSBTAG00000008910" 0 0 0 0 0 0 0 0
"ENSBTAG00000008911" 100 76 106 89 142 103 109 109
"ENSBTAG00000008913" 745 892 638 840 937 496 488 426
"ENSBTAG00000008915" 16045 16340 20650 15457 18811 15376 17711 15925
"ENSBTAG00000008916" 83 125 185 45 271 127 118 112
"ENSBTAG00000008920" 0 4 14 1 1 0 3 1
"ENSBTAG00000008921" 607 719 541 959 743 352 411 542
"ENSBTAG00000008922" 0 0 2 0 0 0 0 0
"ENSBTAG00000008923" 35 34 48 14 143 30 49 59
"ENSBTAG00000008924" 0 0 9 0 0 0 0 7
"ENSBTAG00000008925" 1238 1327 1555 1155 1734 1167 1103 1427
"ENSBTAG00000008926" 3839 3941 5243 3985 6075 3810 3243 5063
"ENSBTAG00000008931" 2220 3121 4994 2368 4189 2224 2772 3524
"ENSBTAG00000008932" 8 17 21 4 37 9 22 10
"ENSBTAG00000008933" 387 503 426 331 654 346 238 400
"ENSBTAG00000008934" 58 67 75 127 470 196 48 92
"ENSBTAG00000008935" 3453 5620 4248 5086 4006 4036 4462 3044
"ENSBTAG00000008936" 3 2 8 4 0 1 0 1
"ENSBTAG00000008937" 632 557 791 335 1401 646 693 697
"ENSBTAG00000008938" 437 467 383 321 667 465 470 404
"ENSBTAG00000008939" 2665 2505 2811 2823 3672 1801 1854 2751
"ENSBTAG00000008940" 9 21 12 9 39 7 4 5
"ENSBTAG00000008942" 55 22 3 43 10 2 6 18
"ENSBTAG00000008943" 681 626 771 595 606 530 557 360
"ENSBTAG00000008944" 31 72 50 33 50 45 42 36
"ENSBTAG00000008945" 1 0 9 15 5 1 1 3
"ENSBTAG00000008946" 0 0 1 0 2 0 2 0
"ENSBTAG00000008947" 53 22 1 24 17 11 8 46
"ENSBTAG00000008948" 49 75 78 40 84 74 51 74
"ENSBTAG00000008950" 73 91 94 53 143 58 43 64
"ENSBTAG00000008951" 2338 1358 3036 984 2020 1670 2243 1787
"ENSBTAG00000008952" 215 167 216 160 199 144 200 139
"ENSBTAG00000008953" 880 1287 1144 743 864 725 576 809
"ENSBTAG00000008954" 145 261 209 89 187 257 186 121
"ENSBTAG00000008956" 233 213 214 81 208 101 130 127
"ENSBTAG00000008958" 730 866 1019 730 1293 1173 744 789
"ENSBTAG00000008959" 31 67 33 13 105 71 145 72
"ENSBTAG00000008962" 225 327 299 314 247 287 229 175
"ENSBTAG00000008963" 130 117 167 146 744 247 123 274
"ENSBTAG00000008964" 562 764 539 667 485 411 468 429
"ENSBTAG00000008966" 526 503 569 534 1413 546 708 593
"ENSBTAG00000008967" 2954 3458 3448 2679 4437 2933 2985 3178
"ENSBTAG00000008969" 355 277 370 225 322 249 308 259
"ENSBTAG00000008973" 182 208 198 178 211 165 152 178
"ENSBTAG00000008977" 1473 2059 1707 1447 1551 1694 1077 1093
"ENSBTAG00000008978" 3104 3082 2762 2322 5520 2306 2108 2505
"ENSBTAG00000008981" 95 85 113 89 115 85 100 96
"ENSBTAG00000008985" 1639 1845 1200 932 3796 1312 926 1451
"ENSBTAG00000008987" 1193 1468 1350 1224 1534 897 1102 1192
"ENSBTAG00000008989" 203 303 211 262 209 194 152 166
"ENSBTAG00000008990" 500 723 671 587 888 536 490 571
"ENSBTAG00000008991" 452 704 612 417 827 469 471 467
"ENSBTAG00000008993" 266 384 434 254 391 302 358 284
"ENSBTAG00000008994" 215 295 268 155 197 190 225 180
"ENSBTAG00000008996" 196 268 217 191 228 190 251 187
"ENSBTAG00000008997" 538 507 386 280 1587 595 520 696
"ENSBTAG00000008998" 252 350 377 203 336 304 279 259
"ENSBTAG00000009002" 2 3 0 0 0 0 0 0
"ENSBTAG00000009005" 87 179 114 115 119 113 113 83
"ENSBTAG00000009006" 1558 1266 1836 1078 3184 1209 1135 1856
"ENSBTAG00000009012" 59 75 74 138 906 219 53 113
"ENSBTAG00000009013" 0 0 1 0 2 0 1 0
"ENSBTAG00000009014" 4399 4318 9299 274 11341 7311 5114 5338
"ENSBTAG00000009017" 2 3 5 0 1 1 0 1
"ENSBTAG00000009019" 1431 1415 1319 954 2290 1177 1085 1408
"ENSBTAG00000009020" 767 576 626 302 1664 573 667 861
"ENSBTAG00000009021" 809 978 1074 797 1494 940 986 1219
"ENSBTAG00000009022" 68 85 76 44 118 92 43 45
"ENSBTAG00000009023" 1607 1615 2153 1411 3567 1621 1521 2103
"ENSBTAG00000009024" 64 70 75 35 76 67 81 63
"ENSBTAG00000009026" 593 510 458 353 643 346 341 435
"ENSBTAG00000009029" 69 109 94 95 64 90 94 58
"ENSBTAG00000009030" 2 13 11 1 5 7 7 11
"ENSBTAG00000009032" 170 185 204 141 128 172 195 98
"ENSBTAG00000009033" 0 0 0 0 0 0 0 0
"ENSBTAG00000009034" 3124 2618 3189 2318 4147 2138 2056 2399
"ENSBTAG00000009035" 301 337 494 798 2805 1092 244 1151
"ENSBTAG00000009036" 4042 3241 4608 2269 5291 2553 4540 3306
"ENSBTAG00000009037" 497 511 585 475 588 408 355 401
"ENSBTAG00000009039" 0 0 0 0 0 0 0 0
"ENSBTAG00000009042" 49 65 84 47 98 53 55 95
"ENSBTAG00000009044" 0 0 0 0 0 0 0 0
"ENSBTAG00000009046" 16 22 26 17 11 13 10 20
"ENSBTAG00000009047" 531 637 939 562 478 482 694 445
"ENSBTAG00000009048" 491 406 762 373 1505 620 471 731
"ENSBTAG00000009049" 458 549 634 359 844 486 614 482
"ENSBTAG00000009050" 2060 1841 1067 948 1459 610 916 1401
"ENSBTAG00000009051" 738 938 1319 408 2732 1325 943 1057
"ENSBTAG00000009055" 4501 3467 3705 1517 5600 3650 1323 2399
"ENSBTAG00000009057" 37 50 52 74 155 51 15 80
"ENSBTAG00000009058" 24 88 51 49 57 55 52 44
"ENSBTAG00000009059" 3 0 9 2 0 12 3 6
"ENSBTAG00000009061" 2033 2422 2149 2219 3137 1896 2321 2464
"ENSBTAG00000009062" 0 3 1 1 0 1 0 2
"ENSBTAG00000009064" 81 124 165 53 347 173 90 181
"ENSBTAG00000009065" 960 1084 1228 712 2920 1244 1405 1580
"ENSBTAG00000009067" 11970 13755 12226 11842 23886 10581 9321 13703
"ENSBTAG00000009069" 0 0 0 0 0 0 0 0
"ENSBTAG00000009070" 1 0 2 0 0 0 0 3
"ENSBTAG00000009071" 594 510 591 474 739 454 460 534
"ENSBTAG00000009072" 471 585 761 565 622 411 485 621
"ENSBTAG00000009073" 0 0 0 0 0 0 0 0
"ENSBTAG00000009075" 109 27 44 24 56 109 47 43
"ENSBTAG00000009076" 273 359 753 94 1072 697 358 619
"ENSBTAG00000009077" 317 367 526 314 775 448 275 437
"ENSBTAG00000009078" 23 29 35 19 12 26 36 11
"ENSBTAG00000009079" 447 554 724 389 503 488 369 379
"ENSBTAG00000009080" 72 46 62 120 102 114 86 76
"ENSBTAG00000009084" 1427 1532 1622 1380 1803 1261 1279 1494
"ENSBTAG00000009085" 2201 2168 2985 2280 2061 1753 1944 1847
"ENSBTAG00000009086" 427 1019 859 455 2420 1036 616 1200
"ENSBTAG00000009087" 3408 3867 4598 3255 3536 3173 3603 2812
"ENSBTAG00000009091" 167 336 492 244 389 274 240 357
"ENSBTAG00000009093" 39 74 56 14 125 50 25 35
"ENSBTAG00000009097" 123 178 203 238 581 335 130 361
"ENSBTAG00000009098" 517 572 658 425 647 465 411 463
"ENSBTAG00000009099" 280 309 416 260 573 270 261 280
"ENSBTAG00000009101" 81 135 153 116 309 141 145 144
"ENSBTAG00000009103" 1676 1817 2226 1439 2350 1431 1474 1689
"ENSBTAG00000009104" 1550 1712 1942 1985 1914 1204 1109 1457
"ENSBTAG00000009105" 7 5 5 10 9 6 4 4
"ENSBTAG00000009106" 3563 4283 5408 3916 6096 3894 3242 4317
"ENSBTAG00000009107" 176 256 282 169 214 137 119 154
"ENSBTAG00000009109" 1002 934 1205 835 1047 638 1036 883
"ENSBTAG00000009110" 88 115 82 132 91 78 102 88
"ENSBTAG00000009111" 351 248 450 104 410 206 259 250
"ENSBTAG00000009112" 368 332 459 239 887 305 368 454
"ENSBTAG00000009115" 13 27 22 24 65 25 20 33
"ENSBTAG00000009117" 194 140 198 158 230 129 132 210
"ENSBTAG00000009121" 5885 5740 6414 6455 7520 4775 5178 5400
"ENSBTAG00000009123" 271 331 387 299 358 228 227 258
"ENSBTAG00000009124" 236 408 361 273 227 231 348 212
"ENSBTAG00000009125" 68 100 96 64 81 97 100 97
"ENSBTAG00000009126" 7 22 7 36 3 1 10 10
"ENSBTAG00000009127" 2248 1932 2482 2289 1906 1504 1483 1523
"ENSBTAG00000009128" 3 2 5 0 0 2 0 1
"ENSBTAG00000009129" 783 911 942 734 875 661 816 804
"ENSBTAG00000009131" 3108 3274 3554 2817 3768 2917 3643 2828
"ENSBTAG00000009132" 1043 975 529 1071 824 465 199 502
"ENSBTAG00000009137" 90 131 155 77 249 211 110 130
"ENSBTAG00000009138" 141 149 93 158 234 101 90 154
"ENSBTAG00000009139" 488 519 254 670 312 179 143 283
"ENSBTAG00000009140" 134 215 228 262 302 211 124 361
"ENSBTAG00000009141" 346 289 328 257 433 291 304 311
"ENSBTAG00000009142" 779 914 871 843 857 713 862 704
"ENSBTAG00000009143" 0 0 0 0 0 0 0 0
"ENSBTAG00000009144" 5 0 2 0 0 3 11 2
"ENSBTAG00000009145" 342 419 388 266 216 153 205 204
"ENSBTAG00000009148" 2 5 5 1 10 10 12 3
"ENSBTAG00000009150" 27228 24146 30217 16413 29669 20144 33265 36707
"ENSBTAG00000009151" 871 682 1016 914 854 470 531 761
"ENSBTAG00000009152" 85 83 136 112 114 81 79 156
"ENSBTAG00000009153" 35 41 37 14 17 3 19 14
"ENSBTAG00000009154" 4356 4113 5565 3527 5550 3734 4095 4449
"ENSBTAG00000009155" 5 5 7 5 15 16 2 7
"ENSBTAG00000009156" 266 292 219 239 269 154 290 218
"ENSBTAG00000009157" 176 279 256 228 308 212 248 235
"ENSBTAG00000009159" 462 470 624 294 809 444 464 453
"ENSBTAG00000009161" 9 13 11 19 9 12 5 9
"ENSBTAG00000009163" 191 235 194 224 176 211 205 119
"ENSBTAG00000009165" 277 267 353 194 355 176 221 168
"ENSBTAG00000009166" 10 15 0 15 6 1 0 8
"ENSBTAG00000009167" 324 390 469 263 463 315 342 317
"ENSBTAG00000009169" 621 606 643 582 1201 676 436 575
"ENSBTAG00000009171" 0 1 1 0 0 0 3 3
"ENSBTAG00000009172" 408 482 446 358 455 342 332 323
"ENSBTAG00000009174" 55 42 36 58 31 29 20 21
"ENSBTAG00000009175" 215 377 349 291 344 322 286 280
"ENSBTAG00000009176" 522 512 783 592 816 516 384 559
"ENSBTAG00000009177" 263 362 301 291 254 239 261 196
"ENSBTAG00000009178" 892 1030 743 777 869 717 463 664
"ENSBTAG00000009180" 0 0 0 0 0 0 0 1
"ENSBTAG00000009181" 497 596 514 516 644 330 398 440
"ENSBTAG00000009182" 2 2 14 0 3 5 1 0
"ENSBTAG00000009183" 485 640 527 383 750 633 573 447
"ENSBTAG00000009186" 0 0 2 0 0 0 0 1
"ENSBTAG00000009187" 491 510 660 569 693 474 417 574
"ENSBTAG00000009188" 1832 1900 1979 1602 2526 1866 1453 1551
"ENSBTAG00000009190" 21 49 60 51 26 31 37 28
"ENSBTAG00000009191" 983 1033 1071 1005 1293 819 742 785
"ENSBTAG00000009192" 0 0 0 0 0 1 0 1
"ENSBTAG00000009194" 799 547 661 294 753 359 346 428
"ENSBTAG00000009195" 0 0 0 0 0 1 0 0
"ENSBTAG00000009197" 0 4 5 0 1 0 0 2
"ENSBTAG00000009198" 16 47 82 7 60 32 47 59
"ENSBTAG00000009199" 96 84 148 74 296 91 102 140
"ENSBTAG00000009200" 29 73 54 51 68 46 45 49
"ENSBTAG00000009201" 78 121 104 58 138 85 115 87
"ENSBTAG00000009206" 49 63 75 30 101 66 79 76
"ENSBTAG00000009207" 6078 4971 6931 4855 12117 4438 5469 6523
"ENSBTAG00000009208" 571 767 835 763 957 841 639 695
"ENSBTAG00000009209" 92 131 154 170 52 80 117 77
"ENSBTAG00000009210" 1737 1534 1850 1525 2591 1443 1468 1790
"ENSBTAG00000009211" 190 669 400 562 877 495 316 429
"ENSBTAG00000009212" 0 0 0 2 0 0 0 0
"ENSBTAG00000009213" 356 542 506 390 683 410 399 301
"ENSBTAG00000009214" 201 227 337 111 445 230 278 263
"ENSBTAG00000009215" 0 0 0 0 0 1 2 1
"ENSBTAG00000009216" 322 301 531 222 469 258 354 350
"ENSBTAG00000009217" 9 12 15 8 32 16 12 16
"ENSBTAG00000009218" 187 138 314 416 1199 520 172 586
"ENSBTAG00000009219" 3 10 10 3 34 0 11 27
"ENSBTAG00000009220" 0 0 0 0 0 0 0 0
"ENSBTAG00000009223" 11 3 3 7 13 5 4 8
"ENSBTAG00000009226" 53 55 75 25 144 107 55 92
"ENSBTAG00000009228" 848 944 668 735 1393 482 547 720
"ENSBTAG00000009230" 25 46 56 7 86 95 90 99
"ENSBTAG00000009231" 1295 1070 2455 860 1897 898 1379 945
"ENSBTAG00000009232" 2208 2208 2619 2362 3035 1659 2204 2789
"ENSBTAG00000009233" 2871 2810 3138 2274 5000 2345 1981 2810
"ENSBTAG00000009235" 18 15 22 16 20 24 18 23
"ENSBTAG00000009236" 593 605 708 545 961 602 584 630
"ENSBTAG00000009237" 2995 2831 2263 2099 5099 2443 1884 2066
"ENSBTAG00000009238" 21 12 15 7 33 3 10 16
"ENSBTAG00000009239" 32 40 44 13 15 17 44 27
"ENSBTAG00000009242" 8959 8121 8496 7707 11101 6009 6930 7747
"ENSBTAG00000009243" 63 48 49 42 65 69 58 48
"ENSBTAG00000009245" 594 550 563 531 953 434 653 439
"ENSBTAG00000009246" 1165 1620 1644 1567 2388 1445 880 1523
"ENSBTAG00000009249" 2 0 1 0 0 0 0 2
"ENSBTAG00000009251" 643 752 793 600 882 764 678 654
"ENSBTAG00000009252" 7 0 8 12 0 1 9 4
"ENSBTAG00000009254" 2 0 1 0 0 3 0 0
"ENSBTAG00000009255" 0 3 5 1 2 1 1 6
"ENSBTAG00000009256" 180 254 409 121 566 292 290 449
"ENSBTAG00000009257" 26 24 30 26 93 42 26 37
"ENSBTAG00000009258" 88 148 157 150 127 66 111 150
"ENSBTAG00000009260" 1492 1698 2074 1419 2699 1278 1778 2448
"ENSBTAG00000009263" 820 966 1010 955 1052 1026 952 851
"ENSBTAG00000009265" 60 77 63 17 150 69 60 88
"ENSBTAG00000009266" 44 25 65 13 48 45 56 45
"ENSBTAG00000009267" 475 449 455 292 627 359 386 359
"ENSBTAG00000009268" 0 0 0 0 0 0 0 0
"ENSBTAG00000009269" 20 10 20 12 37 15 16 18
"ENSBTAG00000009271" 213 253 212 206 225 167 142 135
"ENSBTAG00000009272" 638 586 618 447 1495 462 529 673
"ENSBTAG00000009273" 1 0 3 0 0 3 6 0
"ENSBTAG00000009274" 0 2 0 0 0 0 0 0
"ENSBTAG00000009275" 434 589 744 443 504 420 558 394
"ENSBTAG00000009277" 27 42 12 66 0 0 0 1
"ENSBTAG00000009278" 2071 1894 2469 1442 2500 1511 1565 2000
"ENSBTAG00000009279" 4877 3593 3619 2777 3945 2449 3038 3412
"ENSBTAG00000009280" 0 0 0 0 0 0 0 0
"ENSBTAG00000009281" 216 269 260 214 279 220 212 211
"ENSBTAG00000009282" 245 250 459 165 268 235 280 385
"ENSBTAG00000009284" 25 26 38 24 6 20 48 20
"ENSBTAG00000009285" 0 0 0 0 0 0 0 0
"ENSBTAG00000009286" 530 748 686 477 1032 486 472 545
"ENSBTAG00000009287" 516 645 525 646 895 417 281 412
"ENSBTAG00000009288" 101 99 99 83 183 72 60 87
"ENSBTAG00000009289" 2092 2359 2694 1197 3445 2204 1553 1984
"ENSBTAG00000009290" 237 276 298 338 521 270 176 382
"ENSBTAG00000009291" 166 119 155 168 344 155 61 261
"ENSBTAG00000009292" 111 408 435 139 291 239 633 249
"ENSBTAG00000009293" 1032 1060 1159 628 2626 955 1088 1390
"ENSBTAG00000009294" 401 692 157 232 360 180 75 249
"ENSBTAG00000009296" 3 2 10 2 0 4 1 7
"ENSBTAG00000009297" 42 63 32 49 99 25 24 48
"ENSBTAG00000009298" 391 489 451 282 495 335 361 334
"ENSBTAG00000009299" 2143 2074 2341 2304 2476 1444 1611 1575
"ENSBTAG00000009302" 122 241 246 138 502 120 197 268
"ENSBTAG00000009304" 419 672 606 555 578 593 343 397
"ENSBTAG00000009305" 1260 1430 1365 1233 1624 1114 1304 1128
"ENSBTAG00000009306" 75 121 103 127 92 94 49 80
"ENSBTAG00000009307" 1826 2156 2581 1873 2572 1810 1515 1866
"ENSBTAG00000009308" 1005 1282 1469 1188 1656 1107 899 1286
"ENSBTAG00000009309" 341 445 694 385 466 387 445 455
"ENSBTAG00000009310" 438 597 484 527 734 464 369 448
"ENSBTAG00000009314" 131 118 315 118 872 787 204 251
"ENSBTAG00000009315" 1067 684 541 1332 965 432 542 755
"ENSBTAG00000009327" 14 13 13 30 8 9 11 19
"ENSBTAG00000009328" 7 19 9 5 16 19 8 17
"ENSBTAG00000009330" 777 972 987 853 1045 632 657 705
"ENSBTAG00000009331" 292 259 456 160 369 306 324 393
"ENSBTAG00000009332" 4 18 34 13 18 2 5 49
"ENSBTAG00000009334" 1656 2090 1110 1769 1050 1193 877 1086
"ENSBTAG00000009336" 231 510 619 323 925 541 573 579
"ENSBTAG00000009337" 107 149 76 179 73 94 107 74
"ENSBTAG00000009338" 32 10 12 1 21 15 6 12
"ENSBTAG00000009340" 287 356 397 306 381 241 310 297
"ENSBTAG00000009341" 176 274 258 440 444 246 177 430
"ENSBTAG00000009343" 1167 976 786 927 1653 640 604 923
"ENSBTAG00000009345" 1273 1611 1381 1409 1476 1088 1197 996
"ENSBTAG00000009346" 1063 1079 1385 1069 1855 1030 908 1103
"ENSBTAG00000009348" 0 1 9 11 6 1 1 1
"ENSBTAG00000009349" 4 2 1 5 2 0 0 4
"ENSBTAG00000009350" 0 0 0 0 0 0 0 0
"ENSBTAG00000009351" 2411 2547 2461 2056 3693 1895 1628 1974
"ENSBTAG00000009353" 215 191 572 173 583 284 244 428
"ENSBTAG00000009354" 95 168 330 121 210 260 205 216
"ENSBTAG00000009355" 719 428 274 810 336 249 132 307
"ENSBTAG00000009357" 41 55 62 35 97 69 83 75
"ENSBTAG00000009358" 184 354 351 391 401 187 212 286
"ENSBTAG00000009359" 311 234 110 127 202 121 135 164
"ENSBTAG00000009362" 10295 9572 12860 11634 15386 9284 10701 12565
"ENSBTAG00000009363" 197 239 178 213 257 146 137 160
"ENSBTAG00000009364" 0 0 0 0 0 0 0 0
"ENSBTAG00000009365" 0 0 0 0 0 0 0 1
"ENSBTAG00000009366" 170 247 192 116 189 202 208 118
"ENSBTAG00000009368" 835 932 925 812 1284 646 724 915
"ENSBTAG00000009371" 15 14 34 7 25 12 31 22
"ENSBTAG00000009372" 414 555 481 527 421 446 349 344
"ENSBTAG00000009374" 469 553 449 469 775 344 354 497
"ENSBTAG00000009376" 167 231 183 118 257 175 172 128
"ENSBTAG00000009378" 252 254 325 274 447 151 171 346
"ENSBTAG00000009381" 145 238 377 111 342 212 200 346
"ENSBTAG00000009382" 11 3 7 3 2 5 4 2
"ENSBTAG00000009383" 127 186 264 564 1818 847 170 606
"ENSBTAG00000009384" 293 330 290 351 267 329 248 227
"ENSBTAG00000009386" 8 14 33 4 9 24 35 24
"ENSBTAG00000009387" 1 2 5 2 2 1 0 6
"ENSBTAG00000009389" 17237 19967 23682 18860 24246 17168 15549 17739
"ENSBTAG00000009390" 210 225 215 188 289 238 197 219
"ENSBTAG00000009391" 148 174 137 130 197 170 142 107
"ENSBTAG00000009392" 570 760 433 242 840 664 901 560
"ENSBTAG00000009393" 1 8 6 0 21 16 0 6
"ENSBTAG00000009394" 252 243 299 237 355 266 278 233
"ENSBTAG00000009396" 21 22 24 54 178 100 31 79
"ENSBTAG00000009400" 207 248 227 177 352 245 160 224
"ENSBTAG00000009401" 810 831 1027 466 953 631 607 710
"ENSBTAG00000009405" 619 593 486 771 742 372 268 414
"ENSBTAG00000009406" 0 0 1 0 0 0 0 0
"ENSBTAG00000009407" 928 898 1190 851 847 769 898 875
"ENSBTAG00000009408" 0 0 1 0 0 1 0 1
"ENSBTAG00000009409" 0 0 0 0 0 0 0 3
"ENSBTAG00000009410" 821 598 854 733 930 557 538 610
"ENSBTAG00000009412" 303 288 342 253 327 260 444 142
"ENSBTAG00000009414" 1414 1481 1635 1354 2199 1326 1076 1490
"ENSBTAG00000009415" 212 283 291 306 319 265 214 317
"ENSBTAG00000009416" 450 560 648 549 704 407 403 501
"ENSBTAG00000009417" 3417 3218 3785 2565 3487 2237 3566 4533
"ENSBTAG00000009418" 89 124 77 64 64 56 36 44
"ENSBTAG00000009419" 21 17 9 39 27 16 13 25
"ENSBTAG00000009420" 129 184 321 185 214 208 262 228
"ENSBTAG00000009421" 15 36 67 19 96 78 23 83
"ENSBTAG00000009423" 395 331 290 355 304 236 242 247
"ENSBTAG00000009426" 88 87 168 168 437 185 87 176
